1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,
85,149,304,531,780,1151,1558,1980,2487,3156,
25,11,24,40,56,79,115,140,182,219,
35,92,94,153,263,345,495,618,755,1019,
2,2,2,3,4,4,6,7,11,7,
45,106,239,409,635,899,1263,1532,2257,2456,
70,121,296,483,681,1030,1355,1800,2302,2832,
