1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,
118,767,656,726,918,1213,1778,2069,2878,3341,
34,24,29,44,65,107,129,177,227,277,
44,118,99,176,274,379,545,689,879,1061,
3,3,3,4,4,4,7,10,10,10,
51,104,224,390,639,907,1205,1568,1995,2466,
76,119,300,478,731,1043,1428,1860,2317,2818,
