1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,
97,437,1048,643,869,1246,1606,1993,2588,3065,
29,18,25,43,67,97,131,169,217,274,
37,97,90,152,239,335,484,595,741,977,
2,1,2,3,8,8,11,7,9,9,
41,102,210,367,579,888,1157,1527,1904,2413,
68,108,240,435,669,977,1491,1753,2262,2669,
